App,Category,Installs_category,Rating,Mean_App_Sentiment,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
dB Sound Level Meter,TOOLS,Moderate,,,203,2.3,Free,0.0,Everyone,Tools,2017-03-03,3.0 and up
dB Sound Meter,TOOLS,Moderate,,,29,2.3,Free,0.0,Everyone,Tools,2016-04-25,4.0.3 and up
dB: Sound Meter Pro,TOOLS,Moderate,,,31,0.22,Free,0.0,Everyone,Tools,2016-12-12,4.0.3 and up
daily News,NEWS_AND_MAGAZINES,High,,,26411,26.0,Free,0.0,Everyone,News & Magazines,2018-03-26,4.1 and up
daskal.eu,FAMILY,Low,,,5,15.0,Free,0.0,Everyone,Education,2017-10-06,4.4 and up
db Meter - sound level meter with data logging,TOOLS,Very low,,,0,15.0,Paid,1.49,Everyone,Tools,2018-03-15,4.1 and up
db.Mobil App,LIBRARIES_AND_DEMO,Moderate,,,23,31.0,Free,0.0,Everyone,Libraries & Demo,2018-07-11,3.0 and up
dekoreko-dz,SHOPPING,Low,,,16,4.6,Free,0.0,Everyone,Shopping,2018-03-03,4.0.3 and up
detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,Very High,,,190888,11.0,Free,0.0,Teen,News & Magazines,2018-07-13,4.1 and up
df,TOOLS,Low,,,4,0.03,Free,0.0,Everyone,Tools,2016-08-12,1.5 and up
df-Vegetable,BUSINESS,Very low,,,0,2.9,Free,0.0,Everyone,Business,2018-06-11,4.0.3 and up
diep.io,GAME,Very High,,,347883,20.0,Free,0.0,Everyone,Action,2018-03-16,4.0.3 and up
dk,FAMILY,Very low,,,5,1.5,Free,0.0,Everyone,Education,2017-09-18,2.3 and up
dk Verk,BUSINESS,Low,,,9,31.0,Free,0.0,Everyone,Business,2018-03-14,4.1 and up
do,FAMILY,More than moderate,,,1073,5.9,Free,0.0,Everyone,Strategy,2016-06-08,4.0 and up
dr.fone - Recovery & Transfer wirelessly & Backup,TOOLS,Very High,,,23347,7.6,Free,0.0,Everyone,Tools,2018-05-28,2.3 and up
dt Pro,FINANCE,Low,,,4,4.5,Free,0.0,Everyone,Finance,2017-05-16,2.2 and up
dt.se,NEWS_AND_MAGAZINES,Moderate,,,124,12.0,Free,0.0,Everyone,News & Magazines,2018-06-29,4.1 and up
du View,FAMILY,More than moderate,,,935,22.0,Free,0.0,Teen,Entertainment,2018-03-26,4.3 and up
du app,LIFESTYLE,High,,,7578,25.0,Free,0.0,Everyone,Lifestyle,2018-07-24,4.2 and up
dv Prompter,VIDEO_PLAYERS,More than moderate,,,321,1.3,Free,0.0,Everyone,Video Players & Editors,2017-03-14,4.2 and up
dy n fly,LIFESTYLE,Low,,,1,4.8,Free,0.0,Everyone,Lifestyle,2018-03-05,4.0 and up
dz NEWS Algerie,NEWS_AND_MAGAZINES,More than moderate,,,2318,4.5,Free,0.0,Everyone,News & Magazines,2014-12-13,2.3 and up
dz press,NEWS_AND_MAGAZINES,Low,,,30,10.0,Free,0.0,Everyone,News & Magazines,2015-07-30,4.0 and up
e-Anatomy,MEDICAL,More than moderate,,,1545,74.0,Free,0.0,Everyone,Medical,2018-07-30,4.0.3 and up
e-Boks.dk,PRODUCTIVITY,High,,,6752,3.3,Free,0.0,Everyone,Productivity,2018-03-21,4.0.3 and up
e-DN - den digitala tidningen från Dagens Nyheter,NEWS_AND_MAGAZINES,More than moderate,,,160,32.0,Free,0.0,Everyone 10+,News & Magazines,2018-05-24,4.4 and up
e-Docente EI/anos iniciais EF,FAMILY,Low,,,2,2.3,Free,0.0,Everyone,Education,2018-05-22,4.1 and up
eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,More than moderate,,,2739,21.0,Free,0.0,Everyone,Books & Reference,2018-07-17,3.0 and up
eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,High,,,21336,23.0,Free,0.0,Everyone,Books & Reference,2018-06-20,3.0 and up
eChallan Andhra Pradesh (AP),SOCIAL,Low,,,5,2.6,Free,0.0,Teen,Social,2018-02-15,4.1 and up
eCooltra: scooter sharing. Share electric scooters,TRAVEL_AND_LOCAL,More than moderate,,,2822,27.0,Free,0.0,Everyone,Travel & Local,2018-07-27,4.1 and up
eG Monitor,PRODUCTIVITY,Low,,,8,7.5,Free,0.0,Everyone,Productivity,2018-07-27,4.1 and up
eHub,BUSINESS,More than moderate,,,6969,4.8,Free,0.0,Everyone,Business,2018-06-29,4.4 and up
eP Finder,AUTO_AND_VEHICLES,Very low,,,0,6.3,Free,0.0,Everyone,Auto & Vehicles,2018-06-21,4.4 and up
eP Scanner,EVENTS,Low,,,0,20.0,Free,0.0,Everyone,Events,2017-10-13,4.4 and up
ePN Cashback AliExpress,SHOPPING,High,,,19212,6.9,Free,0.0,Everyone,Shopping,2018-08-03,4.1 and up
ePay.bg,FINANCE,More than moderate,,,2017,2.4,Free,0.0,Everyone,Finance,2018-07-26,4.1 and up
ePazar.bg,SHOPPING,Low,,,28,2.1,Free,0.0,Everyone,Shopping,2017-01-07,3.0 and up
ear super hearing,MEDICAL,Very low,,,0,1.4,Free,0.0,Everyone,Medical,2018-07-31,4.0 and up
easyFocus,PHOTOGRAPHY,High,,,3396,0.26,Free,0.0,Everyone,Photography,2012-11-28,2.2 and up
easyJet: Travel App,TRAVEL_AND_LOCAL,Very High,,,134895,50.0,Free,0.0,Everyone,Travel & Local,2018-07-01,4.2 and up
ec-Work,PRODUCTIVITY,Low,,,3,26.0,Free,0.0,Everyone,Productivity,2018-07-09,5.0 and up
ec.tv,LIFESTYLE,Low,,,0,8.6,Free,0.0,Everyone,Lifestyle,2016-11-11,4.1 and up
"edX - Online Courses by Harvard, MIT & more",EDUCATION,High,,,32381,10.0,Free,0.0,Everyone 10+,Education,2018-07-15,4.1 and up
edp re:dy smarthome,TOOLS,Moderate,,,30,22.0,Free,0.0,Everyone,Tools,2017-06-07,4.1 and up
efootwear.eu - online store,SHOPPING,More than moderate,,,928,8.6,Free,0.0,Everyone,Shopping,2018-08-02,4.4 and up
eharmony - Online Dating App,DATING,Very High,,,31320,53.0,Free,0.0,Mature 17+,Dating,2018-07-30,4.1 and up
ei,COMMUNICATION,Very low,,,2,4.5,Free,0.0,Teen,Communication,2018-07-16,4.4 and up
ei Calc,TOOLS,Very low,,,2,19.0,Free,0.0,Everyone,Tools,2015-10-12,2.3 and up
ek tuhi,VIDEO_PLAYERS,Moderate,,,316,2.8,Free,0.0,Everyone,Video Players & Editors,2014-07-04,4.0 and up
el,FAMILY,High,,,32405,47.0,Free,0.0,Everyone,Casual,2014-12-18,4.2 and up
"energyly (TNEB,BESCOM,MH,DL..)",TOOLS,Moderate,,,627,4.1,Free,0.0,Everyone,Tools,2017-02-21,4.0 and up
ep-liggare - Elektronisk personalliggare,TOOLS,Low,,,0,21.0,Free,0.0,Everyone,Tools,2018-06-26,4.1 and up
eu sou franky,BUSINESS,Moderate,,,195,4.0,Free,0.0,Everyone,Business,2016-11-21,4.0 and up
ew-Magazin,NEWS_AND_MAGAZINES,Low,,,2,13.0,Free,0.0,Everyone,News & Magazines,2016-12-13,4.0 and up
ez Share Android app,PHOTOGRAPHY,More than moderate,,,1461,13.0,Free,0.0,Everyone,Photography,2017-08-31,2.3 and up
"ezETC (ETC balance inquiry, meter trial, real-time traffic)",AUTO_AND_VEHICLES,High,,,38846,8.6,Free,0.0,Everyone,Auto & Vehicles,2018-07-28,4.1 and up
f'east,LIFESTYLE,Moderate,,,38,4.8,Free,0.0,Everyone,Lifestyle,2018-04-17,4.0 and up
"f.lux (preview, root-only)",HEALTH_AND_FITNESS,High,,,5559,3.7,Free,0.0,Everyone,Health & Fitness,2016-03-15,4.0.3 and up
fi,FAMILY,More than moderate,,,691,5.8,Free,0.0,Everyone,Strategy,2016-06-08,4.0 and up
following,DATING,Very low,,,1,21.0,Free,0.0,Mature 17+,Dating,2018-07-24,4.2 and up
foodpanda - Local Food Delivery,FOOD_AND_DRINK,Very High,,,292969,16.0,Free,0.0,Everyone,Food & Drink,2018-07-30,4.2 and up
foody Cyprus - online ordering,SHOPPING,Moderate,,,214,1.8,Free,0.0,Everyone,Shopping,2018-02-27,4.0.3 and up
fred's Pharmacy,MEDICAL,More than moderate,,,315,22.0,Free,0.0,Everyone,Medical,2017-10-10,4.0 and up
funny Image Comments for FB,SOCIAL,Moderate,,,19,15.0,Free,0.0,Teen,Social,2018-02-13,4.1 and up
gCMOB,TOOLS,High,,,7935,21.0,Free,0.0,Everyone,Tools,2018-01-08,3.0 and up
gardening ideas flower diy,HOUSE_AND_HOME,Low,,,0,5.6,Free,0.0,Everyone,House & Home,2017-05-29,2.3 and up
go41cx,FAMILY,Low,,,171,1.0,Paid,10.0,Everyone,Education,2016-10-18,2.2 and up
gps tracker cg,TOOLS,Low,,,0,1.4,Free,0.0,Everyone,Tools,2017-05-27,4.1 and up
hellofood - Food Delivery,FOOD_AND_DRINK,High,,,43614,25.0,Free,0.0,Everyone,Food & Drink,2016-10-12,4.0.3 and up
high cholesterol levels,MEDICAL,Low,,,0,3.3,Free,0.0,Everyone,Medical,2018-07-23,4.1 and up
homegate.ch,HOUSE_AND_HOME,More than moderate,,,2543,4.6,Free,0.0,Everyone,House & Home,2018-07-27,5.0 and up
hum app,MAPS_AND_NAVIGATION,High,,,10218,78.0,Free,0.0,Everyone,Maps & Navigation,2018-07-31,4.2 and up
i am EB,PHOTOGRAPHY,Very low,,,1,5.4,Free,0.0,Teen,Photography,2017-02-01,4.1 and up
i am rich,BUSINESS,Low,,,213,2.9,Free,0.0,Everyone,Business,2018-06-09,4.0 and up
i miss you quotes and photos,DATING,Low,,,0,5.0,Free,0.0,Everyone,Dating,2018-07-22,4.0 and up
i-share AF/KLM (AFKL ishare),SOCIAL,Low,,,2,53.0,Free,0.0,Teen,Social,2018-07-21,4.1 and up
iBP Blood Pressure,MEDICAL,Moderate,,,578,0.69,Paid,0.99,Everyone,Medical,2014-11-30,2.2 and up
iBiznes24 mobile,FINANCE,Moderate,,,38,9.4,Free,0.0,Everyone,Finance,2018-06-30,4.4 and up
iCam - Webcam Video Streaming,TOOLS,Moderate,,,770,2.4,Paid,4.99,Everyone,Tools,2016-10-07,2.3 and up
iCard BD Plus,SOCIAL,Low,,,2,2.4,Free,0.0,Everyone,Social,2016-07-15,2.0 and up
iCluster - The DX-Cluster database,COMMUNICATION,Very low,,,0,17.0,Paid,0.99,Everyone,Communication,2018-07-26,6.0 and up
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,High,,,13890,20.0,Free,0.0,Mature 17+,Dating,2018-06-19,4.2 and up
iFORA BM,MEDICAL,Low,,,3,10.0,Free,0.0,Everyone,Medical,2018-04-09,4.3 and up
iFORA BP,MEDICAL,Low,,,18,45.0,Free,0.0,Everyone,Medical,2018-06-05,2.3.3 and up
iFish BC,SPORTS,Low,,,25,6.0,Paid,3.99,Everyone,Sports,2015-02-18,2.3 and up
iGun Pro -The Original Gun App,GAME,Very High,,,249308,55.0,Free,0.0,Everyone,Arcade,2017-09-07,2.3 and up
iHoroscope - 2018 Daily Horoscope & Astrology,LIFESTYLE,Very High,,,398307,19.0,Free,0.0,Everyone,Lifestyle,2018-07-25,Varies with device
iHunter BC,SPORTS,Low,,,55,63.0,Paid,4.49,Everyone,Sports,2018-08-03,4.0.3 and up
"iKeyboard - emoji, emoticons",PERSONALIZATION,Very High,,,624924,24.0,Free,0.0,Everyone,Personalization,2018-08-01,4.1 and up
iLauncher OS 12 Pro - Phone X,PERSONALIZATION,Low,,,3,9.6,Paid,2.99,Everyone,Personalization,2018-06-24,4.1 and up
iLocker X - iOS11 Lockscreen with HD Wallpapers,PERSONALIZATION,More than moderate,,,1714,31.0,Free,0.0,Everyone,Personalization,2018-06-19,4.1 and up
iMediaShare – Photos & Music,VIDEO_PLAYERS,Very High,,,104551,18.0,Free,0.0,Everyone,Video Players & Editors,2017-12-19,2.2 and up
iOBD2-CF,TOOLS,Low,,,5,21.0,Free,0.0,Everyone,Tools,2016-12-26,2.3.3 and up
"iPair-Meet, Chat, Dating",DATING,Very High,,,182986,77.0,Free,0.0,Mature 17+,Dating,2018-08-02,4.1 and up
iProperty Malaysia,HOUSE_AND_HOME,More than moderate,,,809,7.8,Free,0.0,Everyone,House & Home,2018-07-25,4.0 and up
iReadMe,PRODUCTIVITY,Low,,,8,22.0,Free,0.0,Everyone,Productivity,2018-03-06,4.4 and up
iScore5 AP Psych,FAMILY,Low,,,10,73.0,Paid,4.99,Everyone,Educational,2017-04-25,4.0.3 and up
iSmart DV,VIDEO_PLAYERS,High,,,5692,31.0,Free,0.0,Everyone,Video Players & Editors,2018-07-27,4.1 and up
iSwipe Phone X,TOOLS,High,,,58366,6.3,Free,0.0,Everyone,Tools,2017-12-07,4.1 and up
iTooch Mathématiques CP,FAMILY,More than moderate,,,1018,35.0,Free,0.0,Everyone,Education;Education,2017-06-28,4.0.3 and up
iTranslate Translator & Dictionary,PRODUCTIVITY,Very High,,,201718,35.0,Free,0.0,Everyone,Productivity,2018-07-11,4.1 and up
ibis Paint X,ART_AND_DESIGN,Very High,,,224399,31.0,Free,0.0,Everyone,Art & Design,2018-07-30,4.1 and up
imo beta free calls and text,COMMUNICATION,Top Notch,,,659395,11.0,Free,0.0,Everyone,Communication,2018-06-07,4.0 and up
imo free video calls and chat,COMMUNICATION,Top Notch,,,4785988,11.0,Free,0.0,Everyone,Communication,2018-06-08,4.0 and up
infirmiers,MEDICAL,Moderate,,,125,23.0,Free,0.0,Everyone,Medical,2018-06-07,4.0.3 and up
"ipsy: Makeup, Beauty, and Tips",BEAUTY,High,,,49790,14.0,Free,0.0,Everyone,Beauty,2017-11-09,4.1 and up
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,High,,,74425,8.6,Free,0.0,Everyone,News & Magazines,2018-07-18,4.0.3 and up
ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,High,,,11838,9.2,Free,0.0,Everyone,Maps & Navigation,2018-04-09,4.0.3 and up
junainfo.dy.fi,TRAVEL_AND_LOCAL,Low,,,8,1.9,Free,0.0,Everyone,Travel & Local,2015-10-21,4.0 and up
justWink Greeting Cards,LIFESTYLE,High,,,69177,15.0,Free,0.0,Teen,Lifestyle,2017-08-02,4.4 and up
kick the buddy,GAME,Moderate,,,294,19.0,Free,0.0,Everyone,Arcade,2018-07-19,3.0 and up
kicker football news,SPORTS,Very High,,,56270,15.0,Free,0.0,Everyone,Sports,2018-08-03,5.0 and up
learn c in hindi,FAMILY,Moderate,,,109,2.7,Free,0.0,Everyone,Education,2017-06-24,4.0 and up
lesparticuliers.fr,LIFESTYLE,More than moderate,,,96,1.0,Free,0.0,Everyone,Lifestyle,2014-11-25,2.3 and up
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,Top Notch,,,973270,20.0,Free,0.0,Teen,Shopping,2018-08-06,4.1 and up
lifebox,PRODUCTIVITY,Very High,,,56403,49.0,Free,0.0,Everyone,Productivity,2018-07-27,4.4 and up
live Point,MEDICAL,Moderate,,,54,17.0,Free,0.0,Mature 17+,Medical,2018-07-03,4.1 and up
loans.com.au Smart Money,FINANCE,Low,,,30,17.0,Free,0.0,Everyone,Finance,2018-05-27,4.1 and up
love,PHOTOGRAPHY,High,,,42677,22.0,Free,0.0,Everyone,Photography,2018-06-15,4.0.3 and up
love sms good morning,COMMUNICATION,Moderate,,,10,3.1,Free,0.0,Everyone,Communication,2016-04-28,2.3 and up
"m, cm, mm to yard, feet, inch converter tool",TOOLS,More than moderate,,,246,2.8,Free,0.0,Everyone,Tools,2018-02-06,4.0 and up
m-Faisaa,FINANCE,Moderate,,,142,6.2,Free,0.0,Everyone,Finance,2018-07-13,4.0.3 and up
m.ride - your motorcycle app,AUTO_AND_VEHICLES,Moderate,,,189,16.0,Free,0.0,Everyone,Auto & Vehicles,2018-07-03,6.0 and up
m:go BiH,COMMUNICATION,Moderate,,,559,6.0,Free,0.0,Everyone,Communication,2018-07-25,3.0 and up
mail.co.uk Mail,COMMUNICATION,Moderate,,,21,8.7,Free,0.0,Everyone,Communication,2018-07-24,4.0.3 and up
meStudying: AP English Lit,FAMILY,Very low,,,1,0.64,Paid,4.99,Everyone,Education,2013-08-31,2.0.1 and up
metroZONE,LIFESTYLE,Very High,,,47497,34.0,Free,0.0,Everyone,Lifestyle,2018-06-08,5.0 and up
mobLee Events,EVENTS,Moderate,,,11,11.0,Free,0.0,Everyone,Events,2018-05-30,4.1 and up
mobileRx Pharmacy,MEDICAL,Moderate,,,124,43.0,Free,0.0,Everyone,Medical,2017-01-13,3.0 and up
mon guide au bank populaire -infos et instructions,FINANCE,Low,,,4,1.5,Free,0.0,Teen,Finance,2018-06-13,2.3 and up
most expensive app (H),FAMILY,Low,,,6,1.5,Paid,399.99,Everyone,Entertainment,2018-07-16,7.0 and up
music (CG),FAMILY,Low,,,0,99.0,Free,0.0,Everyone,Entertainment,2018-04-24,4.1 and up
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,More than moderate,,,5168,25.0,Free,0.0,Mature 17+,Dating,2018-07-24,4.0.3 and up
my face,FINANCE,More than moderate,,,1054,9.7,Free,0.0,Everyone,Finance,2018-07-10,5.0 and up
my4D,EVENTS,More than moderate,,,573,8.7,Free,0.0,Everyone,Events,2018-07-12,4.2 and up
myAir™ for Air10™ by ResMed,MEDICAL,More than moderate,,,236,18.0,Free,0.0,Everyone,Medical,2018-07-25,5.0 and up
myGrow,PRODUCTIVITY,Low,,,84,23.0,Paid,4.29,Mature 17+,Productivity,2016-04-29,3.2 and up
myLPG.eu,TRAVEL_AND_LOCAL,More than moderate,,,556,4.4,Free,0.0,Everyone,Travel & Local,2018-07-25,4.0 and up
myMetro,TOOLS,Very High,,,26189,5.3,Free,0.0,Everyone,Tools,2018-06-27,4.0 and up
myNaida CI,MEDICAL,Moderate,,,64,57.0,Free,0.0,Everyone,Medical,2018-07-10,5.0 and up
myQ,TOOLS,More than moderate,,,3642,29.0,Free,0.0,Everyone,Tools,2018-07-23,4.0.3 and up
mySharpBranded CI Test,TOOLS,Very low,,,0,0.88,Free,0.0,Everyone,Tools,2017-10-04,4.2 and up
mySugr: the blood sugar tracker made just for you,MEDICAL,High,,,21189,36.0,Free,0.0,Everyone,Medical,2018-08-06,5.0 and up
mysms SMS Text Messaging Sync,COMMUNICATION,High,,,37320,8.4,Free,0.0,Everyone,Communication,2018-07-30,4.0.3 and up
nds4droid,GAME,Very High,,,107778,8.8,Free,0.0,Everyone,Arcade,2016-02-12,2.3.3 and up
news.com.au,NEWS_AND_MAGAZINES,Low,,,1,3.7,Free,0.0,Everyone,News & Magazines,2018-07-23,4.0 and up
"ooVoo Video Calls, Messaging & Stories",SOCIAL,Top Notch,,,1157004,34.0,Free,0.0,Everyone,Social,2017-10-16,4.3 and up
osmino Wi-Fi: free WiFi,TOOLS,Very High,,,134203,4.1,Free,0.0,Everyone,Tools,2018-08-06,4.4 and up
palmPEDi: Pediatric Tape,MEDICAL,Moderate,,,66,2.6,Paid,0.99,Everyone,Medical,2013-12-02,3.2 and up
payermonstationnement.fr,MAPS_AND_NAVIGATION,Moderate,,,38,9.8,Free,0.0,Everyone,Maps & Navigation,2018-06-13,4.0 and up
photo keypad lockscreen,TOOLS,Very High,,,225544,8.1,Free,0.0,Everyone,Tools,2018-07-17,4.0 and up
pixiv,SOCIAL,High,,,86956,24.0,Free,0.0,Mature 17+,Social,2018-08-03,4.4 and up
"play2prep: ACT, SAT prep",EDUCATION,More than moderate,,,3692,4.4,Free,0.0,Everyone,Education,2015-07-23,2.3.3 and up
postit.bm,SHOPPING,Low,,,1,16.0,Free,0.0,Everyone,Shopping,2018-03-14,4.1 and up
pretty Easy privacy p≡p,COMMUNICATION,Low,,,21,20.0,Paid,0.99,Everyone,Communication,2018-07-30,5.0 and up
qEG APP / Química EG SRL,TOOLS,Very low,,,0,0.12,Free,0.0,Everyone,Tools,2018-07-24,4.0 and up
quran-DZ,SOCIAL,Very low,,,0,6.2,Free,0.0,Teen,Social,2018-06-13,4.2 and up
realcommercial.com.au,BUSINESS,More than moderate,,,128,6.7,Free,0.0,Everyone,Business,2018-06-26,5.0 and up
reality.cz,HOUSE_AND_HOME,More than moderate,,,1372,5.4,Free,0.0,Everyone,House & Home,2018-02-15,4.1 and up
ricardo.ch,SHOPPING,High,,,13232,27.0,Free,0.0,Everyone,Shopping,2018-07-21,4.1 and up
sABN,BUSINESS,High,,,2287,1.5,Free,0.0,Everyone,Business,2018-03-26,2.2 and up
search.ch,TRAVEL_AND_LOCAL,High,,,11514,2.2,Free,0.0,Everyone,Travel & Local,2018-03-29,4.0 and up
senior easy phone,PERSONALIZATION,More than moderate,,,168,2.1,Free,0.0,Teen,Personalization,2015-03-27,2.3 and up
signály.cz,SOCIAL,Low,,,38,0.86,Free,0.0,Everyone,Social,2013-05-09,2.2 and up
stranger chat - anonymous chat,DATING,High,,,13204,6.1,Free,0.0,Mature 17+,Dating,2018-07-07,4.1 and up
"sugar, sugar",FAMILY,Moderate,,,1405,9.5,Paid,1.2,Everyone,Puzzle,2018-06-05,2.3 and up
sustainability@BU,LIFESTYLE,Low,,,10,11.0,Free,0.0,Everyone,Lifestyle,2018-01-18,4.1 and up
swissinfo.ch,NEWS_AND_MAGAZINES,More than moderate,,,271,9.6,Free,0.0,Everyone 10+,News & Magazines,2018-07-18,4.4 and up
taxi.eu,TRAVEL_AND_LOCAL,More than moderate,,,1865,22.0,Free,0.0,Everyone,Travel & Local,2018-06-28,4.4 and up
textPlus: Free Text & Calls,SOCIAL,Very High,,,382121,28.0,Free,0.0,Everyone,Social,2018-07-26,4.1 and up
that's lit,GAME,More than moderate,,,1115,39.0,Free,0.0,Everyone,Arcade,2017-07-07,4.3 and up
the Egg - crack the egg,FAMILY,Moderate,,,211,14.0,Free,0.0,Everyone,Casual,2016-11-21,2.3 and up
theCut,LIFESTYLE,More than moderate,,,499,6.9,Free,0.0,Everyone,Lifestyle,2018-05-10,4.1 and up
theScore esports,SPORTS,High,,,16257,14.0,Free,0.0,Everyone 10+,Sports,2017-02-03,4.1 and up
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,Very High,,,133833,34.0,Free,0.0,Everyone 10+,Sports,2018-07-25,4.4 and up
think Comics,COMICS,More than moderate,,,1006,19.0,Free,0.0,Everyone,Comics,2018-08-03,4.0.3 and up
tournaments and more.aj.2,COMMUNICATION,Low,,,0,4.2,Free,0.0,Teen,Communication,2017-09-25,2.3 and up
trip.bg,TRAVEL_AND_LOCAL,Low,,,103,9.8,Free,0.0,Everyone,Travel & Local,2018-07-30,4.0.3 and up
tutti.ch - Free Classifieds,SHOPPING,High,,,9950,15.0,Free,0.0,Everyone,Shopping,2018-07-18,4.1 and up
tv-ec,FAMILY,Low,,,1,3.4,Free,0.0,Everyone,Entertainment,2018-04-07,4.0.3 and up
tökr,MEDICAL,Low,,,17,14.0,Free,0.0,Everyone,Medical,2018-07-11,4.1 and up
uCiC- Videos and Photos on demand,SOCIAL,More than moderate,,,2052,7.0,Free,0.0,Teen,Social,2017-09-27,4.4 and up
v-view,FAMILY,Moderate,,,309,19.0,Free,0.0,Everyone,Entertainment,2017-06-22,4.2 and up
van Gennip Textiles BV,LIFESTYLE,Low,,,1,4.0,Free,0.0,Everyone,Lifestyle,2018-06-28,4.1 and up
vide-greniers.org,EVENTS,More than moderate,,,5839,3.5,Free,0.0,Everyone,Events,2016-11-08,2.3.3 and up
video player for android,VIDEO_PLAYERS,Very High,,,351168,13.0,Free,0.0,Everyone,Video Players & Editors,2016-10-18,2.3 and up
"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,More than moderate,,,212,12.0,Free,0.0,Everyone,Lifestyle,2017-09-26,4.1 and up
virtual lover 3D,FAMILY,More than moderate,,,5195,64.0,Free,0.0,Mature 17+,Entertainment,2018-04-18,4.1 and up
w UN map,LIFESTYLE,High,,,23164,10.0,Free,0.0,Mature 17+,Lifestyle,2018-07-24,5.0 and up
waut.ch!,FAMILY,Low,,,10,2.5,Free,0.0,Everyone,Educational,2018-06-30,2.0 and up
weather - weather forecast,WEATHER,High,,,11118,9.7,Free,0.0,Everyone,Weather,2018-04-26,4.0 and up
weather HD,PERSONALIZATION,Moderate,,,1546,4.5,Paid,1.99,Everyone,Personalization,2014-02-26,2.1 and up
weight conversion calculator,TOOLS,More than moderate,,,807,1.8,Free,0.0,Everyone,Tools,2018-05-18,2.3 and up
wetter.com - Weather and Radar,WEATHER,Very High,,,189313,38.0,Free,0.0,Everyone,Weather,2018-08-06,Varies with device
wikiHow: how to do anything,BOOKS_AND_REFERENCE,High,,,43088,3.0,Free,0.0,Teen,Books & Reference,2017-04-19,4.0 and up
¡Ay Caramba!,FAMILY,Very low,,,0,0.54,Paid,1.99,Everyone,Education,2014-06-13,3.0 and up
¡Ay Metro!,GAME,Moderate,,,489,36.0,Free,0.0,Everyone 10+,Arcade,2015-03-17,4.0 and up
¿Es Vegan?,FOOD_AND_DRINK,Moderate,,,438,1.7,Free,0.0,Everyone,Food & Drink,2017-08-01,3.0 and up
Égalité et Réconciliation,NEWS_AND_MAGAZINES,Low,,,58,3.8,Paid,2.99,Everyone,News & Magazines,2018-05-26,5.0 and up
ÖBB Scotty,MAPS_AND_NAVIGATION,High,,,12572,24.0,Free,0.0,Everyone,Maps & Navigation,2018-02-19,4.0 and up
İşCep,FINANCE,Very High,,,381788,32.0,Free,0.0,Everyone,Finance,2018-08-02,4.1 and up
Šmelina .cz inzeráty inzerce,SHOPPING,Moderate,,,117,9.8,Free,0.0,Everyone,Shopping,2018-05-13,4.0 and up
Аim Training for CS,GAME,More than moderate,,,2328,12.0,Free,0.0,Everyone,Action,2014-10-25,2.3 and up
Билеты ПДД CD 2019 PRO,AUTO_AND_VEHICLES,Low,,,21,16.0,Paid,1.49,Everyone,Auto & Vehicles,2018-07-27,4.0 and up
РИА Новости,NEWS_AND_MAGAZINES,High,,,44274,8.0,Free,0.0,Everyone,News & Magazines,2018-08-06,4.4 and up
РееI Smart Remote MP3 CD Player,TOOLS,Moderate,,,27,2.7,Free,0.0,Everyone,Tools,2018-01-22,4.0 and up
أحداث وحقائق | خبر عاجل في اخبار العالم,NEWS_AND_MAGAZINES,Moderate,,,311,14.0,Free,0.0,Everyone 10+,News & Magazines,2018-07-15,4.2 and up
الفاتحون Conquerors,FAMILY,Very High,,,108130,40.0,Free,0.0,Teen,Strategy,2018-08-03,4.0 and up
صور حرف H,ART_AND_DESIGN,Low,,,13,4.5,Free,0.0,Everyone,Art & Design,2018-03-27,4.0.3 and up
لعبة تقدر تربح DZ,FAMILY,Moderate,,,238,6.8,Free,0.0,Everyone,Education,2016-11-18,4.1 and up
বাংলা টিভি প্রো BD Bangla TV,FAMILY,Moderate,,,193,14.0,Free,0.0,Everyone,Entertainment,2017-04-29,4.0 and up
বাংলাflix,FAMILY,More than moderate,,,1111,7.3,Free,0.0,Everyone,Entertainment,2018-06-05,4.1 and up
သိင်္ Astrology - Min Thein Kha BayDin,LIFESTYLE,More than moderate,,,2225,15.0,Free,0.0,Everyone,Lifestyle,2018-07-26,4.0.3 and up
【Miku AR Camera】Mikuture,FAMILY,High,,,36268,41.0,Free,0.0,Teen,Entertainment,2017-04-25,4.2 and up
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,More than moderate,,,1330,22.0,Free,0.0,Everyone,Comics,2018-07-03,4.2 and up
あなカレ【BL】無料ゲーム,FAMILY,More than moderate,,,6073,8.5,Free,0.0,Mature 17+,Simulation,2018-02-25,2.3 and up
パーリーゲイツ公式通販｜EJ STYLE（イージェイスタイル）,SHOPPING,Low,,,1,9.3,Free,0.0,Everyone,Shopping,2017-11-16,4.0.3 and up
